cirp_id,sector,bench,admission_date,resolution_status,duration_days,admitted_claim_cr,realisation_pct,no_of_financial_creditors,resolution_applicants_received,ip_changed,litigation_pending,favourable_outcome
CIRP-01186,Healthcare,NCLT Ahmedabad,2019-02-11,Withdrawn (Sec 12A),728,8.59,35.06,40,20,0,0,1
CIRP-01187,IT / Technology,NCLT Ahmedabad,2020-09-19,Withdrawn (Sec 12A),957,29.16,32.53,114,12,0,0,1
CIRP-01188,Real Estate,NCLT Chennai,2019-04-11,Resolution Plan Approved,627,89.54,20.3,106,14,0,0,1
CIRP-01189,IT / Technology,NCLT Kolkata,2017-05-29,Settled,95,537.03,53.96,100,10,0,0,1
CIRP-01190,Telecom,NCLT Kolkata,2020-09-03,Appeal Pending,444,251.75,,139,17,0,1,0
CIRP-01191,Infrastructure,NCLT Chennai,2021-05-17,Resolution Plan Approved,185,15.75,24.66,130,9,0,1,1
CIRP-01192,Real Estate,NCLT Mumbai,2021-12-13,Ongoing,467,71.76,,138,6,0,0,0
CIRP-01193,Retail,NCLT Hyderabad,2022-11-09,Withdrawn (Sec 12A),509,499.29,53.54,94,9,0,0,1
CIRP-01194,Healthcare,NCLT Kolkata,2022-04-18,Settled,534,1069.48,41.49,138,1,0,0,1
CIRP-01195,Retail,NCLT Kolkata,2022-10-30,Appeal Pending,586,41.76,,64,13,0,0,0
CIRP-01196,Energy,NCLT Kolkata,2021-03-07,Settled,727,864.05,80.41,34,14,0,0,1
CIRP-01197,Infrastructure,NCLT Delhi,2019-03-28,Resolution Plan Approved,930,119.86,28.53,40,14,1,1,1
CIRP-01198,Others,NCLT Hyderabad,2021-08-29,Withdrawn (Sec 12A),296,951.35,69.08,145,18,0,0,1
CIRP-01199,Others,NCLT Mumbai,2021-03-12,Resolution Plan Approved,917,374.53,49.75,135,1,0,1,1
CIRP-01200,Banking & Finance,NCLT Kolkata,2019-06-05,Liquidation Order,528,10.61,2.33,33,17,0,0,0
CIRP-01201,Telecom,NCLT Kolkata,2021-06-21,Ongoing,318,32.59,,144,11,0,0,0
CIRP-01202,Infrastructure,NCLT Ahmedabad,2017-06-04,Settled,336,81.6,75.6,142,20,0,1,1
CIRP-01203,Others,NCLT Mumbai,2021-10-03,Appeal Pending,472,42.7,,144,17,0,0,0
CIRP-01204,Retail,NCLT Hyderabad,2021-01-25,Resolution Plan Approved,672,7.62,27.2,6,11,0,0,1
CIRP-01205,Banking & Finance,NCLT Ahmedabad,2020-04-14,Settled,532,28.18,37.6,44,18,0,0,1
CIRP-01206,IT / Technology,NCLT Hyderabad,2022-04-05,Ongoing,356,243.63,,80,0,0,0,0
CIRP-01207,Infrastructure,NCLT Hyderabad,2019-12-07,Resolution Plan Approved,237,212.48,24.63,63,9,0,0,1
CIRP-01208,Manufacturing,NCLT Ahmedabad,2021-11-11,Ongoing,59,193.77,,98,7,0,1,0
CIRP-01209,Retail,NCLT Hyderabad,2022-07-16,Resolution Plan Approved,477,12.82,33.08,88,12,0,0,1
CIRP-01210,Healthcare,NCLT Delhi,2019-10-04,Settled,133,108.34,59.01,54,19,0,0,1
CIRP-01211,Retail,NCLT Ahmedabad,2018-01-16,Withdrawn (Sec 12A),444,123.6,46.81,134,18,0,1,1
CIRP-01212,Telecom,NCLT Chennai,2021-08-21,Appeal Pending,520,130.3,,78,9,0,1,0
CIRP-01213,Infrastructure,NCLT Hyderabad,2017-03-29,Appeal Pending,493,36.76,,40,9,0,1,0
CIRP-01214,Retail,NCLT Chennai,2018-09-15,Resolution Plan Approved,1040,8.54,20.2,134,14,1,0,1
CIRP-01215,Banking & Finance,NCLT Ahmedabad,2022-04-14,Appeal Pending,412,107.28,,24,9,0,0,0
CIRP-01216,Real Estate,NCLT Chennai,2019-01-14,Liquidation Order,463,30.41,8.98,27,16,1,0,0
CIRP-01217,Infrastructure,NCLT Delhi,2022-06-05,Appeal Pending,439,21.31,,77,11,0,0,0
CIRP-01218,Others,NCLT Mumbai,2021-04-22,Withdrawn (Sec 12A),874,84.58,44.49,69,15,1,1,1
CIRP-01219,Real Estate,NCLT Mumbai,2020-11-08,Liquidation Order,1041,77.82,0.65,19,17,0,1,0
CIRP-01220,Energy,NCLT Chennai,2018-06-04,Settled,956,79.16,81.17,88,5,0,1,1
CIRP-01221,IT / Technology,NCLT Chennai,2020-09-22,Liquidation Order,501,45.31,3.12,150,4,0,0,0
CIRP-01222,IT / Technology,NCLT Chennai,2018-08-18,Liquidation Order,399,270.87,6.84,2,19,0,0,0
CIRP-01223,Healthcare,NCLT Chennai,2018-10-12,Withdrawn (Sec 12A),1039,486.44,51.71,149,19,0,1,1
CIRP-01224,Infrastructure,NCLT Ahmedabad,2017-02-12,Ongoing,567,254.52,,128,0,0,0,0
CIRP-01225,Infrastructure,NCLT Mumbai,2019-03-22,Settled,914,24.82,67.56,12,12,0,0,1
CIRP-01226,Energy,NCLT Ahmedabad,2022-03-13,Liquidation Order,482,23.24,3.27,21,20,0,0,0
CIRP-01227,Others,NCLT Mumbai,2017-05-08,Ongoing,530,63.02,,8,14,0,0,0
CIRP-01228,Manufacturing,NCLT Delhi,2018-03-03,Appeal Pending,510,1520.29,,138,9,0,0,0
CIRP-01229,Others,NCLT Mumbai,2021-10-20,Ongoing,287,91.49,,139,15,1,0,0
CIRP-01230,Telecom,NCLT Ahmedabad,2019-07-18,Liquidation Order,846,33.89,0.53,72,16,0,0,0
CIRP-01231,Others,NCLT Chennai,2021-12-12,Ongoing,186,419.1,,20,8,0,0,0
CIRP-01232,Manufacturing,NCLT Chennai,2022-03-10,Withdrawn (Sec 12A),917,111.41,65.12,57,4,0,0,1
CIRP-01233,Energy,NCLT Kolkata,2020-04-05,Withdrawn (Sec 12A),275,106.09,67.46,35,5,0,0,1
CIRP-01234,Energy,NCLT Hyderabad,2018-06-26,Withdrawn (Sec 12A),992,6.55,66.78,9,13,0,1,1
CIRP-01235,Infrastructure,NCLT Kolkata,2019-04-03,Ongoing,540,85.65,,105,5,0,0,0
CIRP-01236,Healthcare,NCLT Delhi,2018-08-15,Settled,577,7.2,70.64,69,1,0,0,1
CIRP-01237,Energy,NCLT Ahmedabad,2020-12-21,Settled,777,48.79,61.15,142,17,0,0,1
CIRP-01238,Others,NCLT Hyderabad,2020-10-06,Liquidation Order,737,125.04,0.08,92,9,0,0,0
CIRP-01239,IT / Technology,NCLT Chennai,2017-11-08,Settled,614,52.47,54.3,64,15,0,0,1
CIRP-01240,Retail,NCLT Hyderabad,2022-04-07,Settled,841,54.44,50.62,43,4,0,0,1
CIRP-01241,Manufacturing,NCLT Ahmedabad,2018-07-27,Settled,125,47.79,75.13,57,1,0,0,1
CIRP-01242,Others,NCLT Mumbai,2017-08-07,Ongoing,513,6.88,,110,20,0,0,0
CIRP-01243,Banking & Finance,NCLT Hyderabad,2020-03-17,Appeal Pending,438,68.45,,45,7,0,1,0
CIRP-01244,Banking & Finance,NCLT Chennai,2022-02-22,Settled,147,25.26,74.94,38,19,0,1,1
CIRP-01245,Infrastructure,NCLT Chennai,2022-03-18,Appeal Pending,415,124.93,,87,14,0,0,0
CIRP-01246,Telecom,NCLT Delhi,2017-06-03,Liquidation Order,556,78.51,0.95,97,3,1,1,0
CIRP-01247,Banking & Finance,NCLT Mumbai,2019-04-03,Resolution Plan Approved,316,199.55,33.0,108,2,0,0,1
CIRP-01248,Healthcare,NCLT Delhi,2022-11-17,Settled,980,378.57,72.82,138,20,0,1,1
CIRP-01249,Energy,NCLT Delhi,2017-08-25,Resolution Plan Approved,195,166.68,44.9,55,12,0,0,1
CIRP-01250,Healthcare,NCLT Chennai,2020-05-28,Appeal Pending,100,243.03,,97,7,0,0,0
CIRP-01251,Retail,NCLT Delhi,2018-01-05,Liquidation Order,567,141.66,5.82,12,4,0,0,0
CIRP-01252,Real Estate,NCLT Chennai,2017-05-22,Resolution Plan Approved,456,150.23,43.96,40,0,0,0,1
CIRP-01253,Energy,NCLT Delhi,2021-08-17,Liquidation Order,254,43.05,5.34,144,11,1,0,0
CIRP-01254,Healthcare,NCLT Ahmedabad,2018-05-16,Resolution Plan Approved,598,2.99,34.69,7,16,0,0,1
CIRP-01255,Energy,NCLT Kolkata,2022-11-02,Appeal Pending,109,158.37,,109,2,0,0,0
CIRP-01256,Real Estate,NCLT Chennai,2018-10-14,Liquidation Order,664,14.76,4.11,44,18,1,1,0
CIRP-01257,Others,NCLT Ahmedabad,2017-04-17,Appeal Pending,139,80.86,,50,4,0,1,0
CIRP-01258,Banking & Finance,NCLT Hyderabad,2018-04-14,Resolution Plan Approved,554,41.48,23.69,123,15,0,1,1
CIRP-01259,IT / Technology,NCLT Mumbai,2019-06-15,Withdrawn (Sec 12A),428,19.43,52.03,97,10,0,1,1
CIRP-01260,Manufacturing,NCLT Delhi,2022-01-26,Settled,576,118.84,50.33,88,14,0,0,1
CIRP-01261,Healthcare,NCLT Delhi,2021-02-08,Appeal Pending,42,37.84,,53,7,0,1,0
CIRP-01262,Banking & Finance,NCLT Mumbai,2018-08-27,Appeal Pending,506,57.02,,32,8,0,1,0
CIRP-01263,Others,NCLT Hyderabad,2018-03-12,Resolution Plan Approved,446,251.51,46.09,140,16,0,1,1
CIRP-01264,Banking & Finance,NCLT Chennai,2019-05-06,Liquidation Order,707,55.6,0.15,90,13,0,0,0
CIRP-01265,Telecom,NCLT Ahmedabad,2020-12-01,Liquidation Order,242,132.52,0.69,14,13,0,0,0
CIRP-01266,Retail,NCLT Ahmedabad,2022-08-06,Settled,1047,30.72,77.81,59,6,0,0,1
CIRP-01267,Telecom,NCLT Mumbai,2019-10-04,Settled,348,196.66,67.87,9,4,0,0,1
CIRP-01268,Banking & Finance,NCLT Delhi,2022-12-05,Appeal Pending,146,76.14,,11,1,0,1,0
CIRP-01269,Infrastructure,NCLT Ahmedabad,2021-09-27,Withdrawn (Sec 12A),472,2.16,33.18,37,8,0,1,1
CIRP-01270,Infrastructure,NCLT Delhi,2022-07-30,Ongoing,548,122.35,,53,3,1,1,0
CIRP-01271,Telecom,NCLT Chennai,2018-05-09,Settled,201,60.77,33.76,118,17,0,1,1
CIRP-01272,IT / Technology,NCLT Chennai,2020-03-18,Withdrawn (Sec 12A),170,52.24,79.21,4,6,1,0,1
CIRP-01273,Banking & Finance,NCLT Kolkata,2017-08-10,Ongoing,134,423.65,,7,8,0,0,0
CIRP-01274,Retail,NCLT Ahmedabad,2017-03-10,Liquidation Order,80,417.25,3.58,8,17,1,0,0
CIRP-01275,IT / Technology,NCLT Ahmedabad,2017-10-22,Liquidation Order,911,345.25,2.71,132,9,0,0,0
CIRP-01276,Telecom,NCLT Hyderabad,2020-08-21,Withdrawn (Sec 12A),546,174.66,59.19,136,2,0,0,1
CIRP-01277,Banking & Finance,NCLT Chennai,2021-11-13,Ongoing,133,14.41,,20,14,0,0,0
CIRP-01278,Retail,NCLT Hyderabad,2022-01-12,Resolution Plan Approved,718,40.79,46.79,137,4,0,0,1
CIRP-01279,Infrastructure,NCLT Kolkata,2018-03-29,Withdrawn (Sec 12A),407,129.92,86.81,106,17,0,1,1
CIRP-01280,Energy,NCLT Hyderabad,2017-04-21,Ongoing,154,59.51,,146,15,0,1,0
CIRP-01281,Telecom,NCLT Chennai,2020-06-02,Settled,957,681.56,45.85,20,17,0,0,1
CIRP-01282,Healthcare,NCLT Hyderabad,2019-06-03,Withdrawn (Sec 12A),136,293.51,80.25,111,20,0,0,1
CIRP-01283,Healthcare,NCLT Ahmedabad,2022-07-28,Resolution Plan Approved,594,18.97,47.58,134,11,0,0,1
CIRP-01284,Others,NCLT Delhi,2018-12-24,Withdrawn (Sec 12A),230,183.34,49.82,123,3,0,1,1
CIRP-01285,Retail,NCLT Kolkata,2020-05-29,Appeal Pending,44,65.78,,95,19,0,0,0
CIRP-01286,Telecom,NCLT Kolkata,2018-07-05,Resolution Plan Approved,848,103.63,52.6,92,12,1,0,1
CIRP-01287,Banking & Finance,NCLT Mumbai,2020-02-24,Ongoing,397,212.68,,32,18,0,0,0
CIRP-01288,Manufacturing,NCLT Kolkata,2021-07-10,Settled,769,153.23,55.72,1,1,0,1,1
CIRP-01289,Infrastructure,NCLT Delhi,2021-09-11,Withdrawn (Sec 12A),823,185.59,37.26,8,2,0,1,1
CIRP-01290,Others,NCLT Chennai,2018-07-10,Resolution Plan Approved,735,197.91,29.46,111,1,1,1,1
CIRP-01291,Real Estate,NCLT Hyderabad,2020-06-08,Ongoing,46,6.56,,62,16,0,0,0
CIRP-01292,Energy,NCLT Delhi,2018-04-29,Appeal Pending,412,535.56,,115,1,0,0,0
CIRP-01293,Manufacturing,NCLT Hyderabad,2021-11-23,Settled,322,17.89,79.61,42,20,0,1,1
CIRP-01294,Retail,NCLT Hyderabad,2022-11-19,Resolution Plan Approved,1027,10.69,42.31,150,4,1,0,1
CIRP-01295,Banking & Finance,NCLT Hyderabad,2017-11-08,Withdrawn (Sec 12A),598,13.35,78.57,30,11,0,0,1
CIRP-01296,Real Estate,NCLT Ahmedabad,2018-10-14,Liquidation Order,300,207.72,0.57,129,2,0,0,0
CIRP-01297,Energy,NCLT Ahmedabad,2018-02-09,Withdrawn (Sec 12A),650,182.31,47.11,81,10,0,0,1
CIRP-01298,Telecom,NCLT Hyderabad,2020-12-01,Withdrawn (Sec 12A),236,78.43,37.29,54,15,0,0,1
CIRP-01299,IT / Technology,NCLT Mumbai,2022-08-11,Ongoing,161,15.68,,112,5,0,1,0
CIRP-01300,Manufacturing,NCLT Mumbai,2017-01-30,Resolution Plan Approved,972,13.37,55.96,89,18,0,0,1
CIRP-01301,Infrastructure,NCLT Hyderabad,2020-08-26,Appeal Pending,267,55.62,,93,2,0,0,0
CIRP-01302,Retail,NCLT Chennai,2018-11-06,Liquidation Order,725,1197.4,4.92,81,20,1,1,0
CIRP-01303,Manufacturing,NCLT Kolkata,2021-01-18,Appeal Pending,245,237.71,,42,0,0,0,0
CIRP-01304,IT / Technology,NCLT Delhi,2018-06-28,Resolution Plan Approved,667,139.83,44.06,141,10,0,0,1
CIRP-01305,Healthcare,NCLT Delhi,2020-07-05,Withdrawn (Sec 12A),1072,20.39,42.12,12,17,0,1,1
CIRP-01306,Others,NCLT Ahmedabad,2021-12-31,Withdrawn (Sec 12A),549,51.57,66.77,75,14,0,0,1
CIRP-01307,Manufacturing,NCLT Kolkata,2019-10-28,Appeal Pending,452,35.69,,117,11,0,1,0
CIRP-01308,Real Estate,NCLT Ahmedabad,2020-01-10,Settled,447,43.32,61.8,145,4,0,0,1
CIRP-01309,Infrastructure,NCLT Kolkata,2017-11-07,Resolution Plan Approved,116,5.64,42.74,69,4,0,0,1
CIRP-01310,Energy,NCLT Hyderabad,2018-07-26,Resolution Plan Approved,134,4.59,26.68,70,14,1,0,1
CIRP-01311,Energy,NCLT Chennai,2019-07-09,Resolution Plan Approved,115,264.24,59.66,121,16,0,0,1
CIRP-01312,Healthcare,NCLT Delhi,2021-08-12,Settled,1003,1401.61,44.48,22,6,0,1,1
CIRP-01313,Banking & Finance,NCLT Ahmedabad,2017-12-28,Settled,576,114.45,48.71,6,7,1,1,1
CIRP-01314,Retail,NCLT Ahmedabad,2021-08-04,Withdrawn (Sec 12A),811,96.25,50.33,106,2,1,0,1
CIRP-01315,Telecom,NCLT Kolkata,2022-10-01,Resolution Plan Approved,240,7.6,43.57,106,14,0,0,1
CIRP-01316,Others,NCLT Ahmedabad,2021-09-04,Appeal Pending,581,33.99,,76,16,1,0,0
CIRP-01317,IT / Technology,NCLT Kolkata,2019-05-10,Resolution Plan Approved,568,2.62,28.1,130,19,0,0,1
CIRP-01318,IT / Technology,NCLT Ahmedabad,2022-10-29,Resolution Plan Approved,135,98.83,41.37,142,12,0,1,1
CIRP-01319,Telecom,NCLT Hyderabad,2018-05-19,Withdrawn (Sec 12A),683,41.58,76.0,26,4,0,0,1
CIRP-01320,Telecom,NCLT Chennai,2022-06-01,Liquidation Order,827,198.5,8.48,15,9,0,1,0
CIRP-01321,Healthcare,NCLT Delhi,2019-01-26,Resolution Plan Approved,1046,167.57,15.23,62,6,0,1,1
CIRP-01322,Manufacturing,NCLT Kolkata,2022-10-25,Resolution Plan Approved,185,49.29,38.59,48,4,0,0,1
CIRP-01323,Others,NCLT Ahmedabad,2019-01-05,Liquidation Order,309,18.63,4.88,85,6,1,0,0
CIRP-01324,Banking & Finance,NCLT Hyderabad,2017-12-16,Liquidation Order,820,117.85,2.45,39,8,0,0,0
CIRP-01325,Retail,NCLT Mumbai,2022-07-22,Resolution Plan Approved,691,17.46,40.92,96,19,0,0,1
CIRP-01326,Healthcare,NCLT Delhi,2017-01-23,Settled,538,66.91,64.19,143,13,0,0,1
CIRP-01327,Manufacturing,NCLT Mumbai,2020-08-20,Resolution Plan Approved,437,71.48,15.27,31,1,0,0,1
CIRP-01328,Infrastructure,NCLT Chennai,2019-06-02,Withdrawn (Sec 12A),780,150.52,58.99,56,5,0,0,1
CIRP-01329,Energy,NCLT Hyderabad,2021-04-25,Liquidation Order,280,58.04,6.9,142,8,0,0,0
CIRP-01330,Energy,NCLT Delhi,2022-05-15,Withdrawn (Sec 12A),565,12.53,73.15,112,15,0,0,1
CIRP-01331,Telecom,NCLT Delhi,2022-12-15,Withdrawn (Sec 12A),165,42.65,62.51,90,14,0,0,1
CIRP-01332,Others,NCLT Hyderabad,2018-07-04,Liquidation Order,779,5.92,1.13,88,7,0,0,0
CIRP-01333,Infrastructure,NCLT Chennai,2021-04-25,Withdrawn (Sec 12A),372,77.77,45.61,134,15,0,1,1
CIRP-01334,Banking & Finance,NCLT Mumbai,2022-01-12,Withdrawn (Sec 12A),876,300.56,74.81,144,15,0,0,1
CIRP-01335,Others,NCLT Ahmedabad,2018-12-26,Resolution Plan Approved,440,45.17,21.45,139,3,0,0,1
CIRP-01336,Energy,NCLT Kolkata,2018-12-10,Ongoing,72,662.04,,101,1,0,0,0
CIRP-01337,IT / Technology,NCLT Hyderabad,2021-08-29,Ongoing,103,21.75,,102,12,1,1,0
CIRP-01338,Manufacturing,NCLT Chennai,2017-06-12,Ongoing,37,228.81,,74,18,0,1,0
CIRP-01339,Banking & Finance,NCLT Kolkata,2019-05-18,Withdrawn (Sec 12A),511,120.57,54.2,102,9,0,1,1
CIRP-01340,Energy,NCLT Mumbai,2017-05-16,Withdrawn (Sec 12A),465,60.68,58.2,142,17,0,0,1
CIRP-01341,Infrastructure,NCLT Hyderabad,2020-11-07,Liquidation Order,637,208.14,5.11,62,19,0,0,0
CIRP-01342,Manufacturing,NCLT Mumbai,2022-10-07,Appeal Pending,448,513.75,,41,11,1,1,0
CIRP-01343,Retail,NCLT Hyderabad,2020-11-18,Withdrawn (Sec 12A),1066,46.51,65.69,88,10,0,0,1
CIRP-01344,Telecom,NCLT Kolkata,2019-08-22,Appeal Pending,264,1214.88,,51,16,0,0,0
CIRP-01345,Banking & Finance,NCLT Kolkata,2018-08-06,Settled,1080,1470.91,78.31,101,9,0,0,1
CIRP-01346,Telecom,NCLT Delhi,2022-03-24,Settled,669,78.8,70.33,112,1,0,0,1
CIRP-01347,Telecom,NCLT Kolkata,2021-03-08,Appeal Pending,321,91.86,,49,15,0,1,0
CIRP-01348,IT / Technology,NCLT Delhi,2020-03-14,Ongoing,334,35.32,,145,18,1,0,0
CIRP-01349,Infrastructure,NCLT Chennai,2019-10-29,Withdrawn (Sec 12A),600,81.22,54.55,46,0,0,0,1
CIRP-01350,Energy,NCLT Ahmedabad,2018-09-09,Withdrawn (Sec 12A),854,201.42,70.97,26,13,0,1,1
CIRP-01351,Retail,NCLT Ahmedabad,2022-07-18,Appeal Pending,198,49.19,,13,2,0,0,0
CIRP-01352,Real Estate,NCLT Chennai,2020-02-11,Liquidation Order,348,758.69,1.9,109,19,0,1,0
CIRP-01353,Others,NCLT Ahmedabad,2017-08-11,Appeal Pending,401,123.39,,34,10,0,1,0
CIRP-01354,Manufacturing,NCLT Mumbai,2018-03-10,Liquidation Order,733,58.22,0.47,109,9,0,0,0
CIRP-01355,Real Estate,NCLT Mumbai,2018-07-15,Appeal Pending,450,134.34,,64,8,0,0,0
CIRP-01356,Banking & Finance,NCLT Delhi,2017-09-16,Ongoing,328,140.66,,13,1,0,0,0
CIRP-01357,Real Estate,NCLT Ahmedabad,2021-10-28,Settled,617,0.86,69.24,63,3,0,1,1
CIRP-01358,Banking & Finance,NCLT Chennai,2018-07-01,Settled,489,12.97,25.36,17,12,0,0,1
CIRP-01359,Others,NCLT Hyderabad,2021-11-26,Liquidation Order,931,79.36,0.1,113,7,0,0,0
CIRP-01360,Manufacturing,NCLT Ahmedabad,2017-08-17,Appeal Pending,535,13.38,,147,5,0,0,0
CIRP-01361,Telecom,NCLT Hyderabad,2019-04-26,Withdrawn (Sec 12A),230,6.28,73.72,54,11,0,1,1
CIRP-01362,Retail,NCLT Kolkata,2022-12-09,Resolution Plan Approved,815,64.92,42.77,92,20,0,0,1
CIRP-01363,Healthcare,NCLT Mumbai,2020-06-01,Ongoing,207,130.49,,7,17,0,1,0
CIRP-01364,Energy,NCLT Chennai,2020-07-21,Ongoing,536,97.23,,17,10,0,0,0
CIRP-01365,Retail,NCLT Chennai,2019-03-06,Appeal Pending,305,20.53,,123,7,0,0,0
CIRP-01366,Healthcare,NCLT Delhi,2020-01-16,Ongoing,536,25.24,,33,9,0,0,0
CIRP-01367,Real Estate,NCLT Kolkata,2022-05-22,Withdrawn (Sec 12A),326,44.93,50.57,92,17,0,0,1
CIRP-01368,Infrastructure,NCLT Delhi,2020-10-23,Appeal Pending,449,10.5,,71,6,0,1,0
CIRP-01369,Manufacturing,NCLT Delhi,2018-09-18,Settled,230,117.87,51.25,62,9,0,0,1
CIRP-01370,Telecom,NCLT Kolkata,2022-10-25,Appeal Pending,550,8.74,,147,12,0,1,0
CIRP-01371,IT / Technology,NCLT Delhi,2018-12-24,Settled,420,17.42,68.57,5,5,1,0,1
CIRP-01372,Banking & Finance,NCLT Mumbai,2022-10-27,Withdrawn (Sec 12A),700,46.42,39.58,133,1,1,0,1
CIRP-01373,Healthcare,NCLT Hyderabad,2017-02-20,Appeal Pending,577,44.78,,15,10,0,0,0
CIRP-01374,Retail,NCLT Ahmedabad,2017-12-06,Ongoing,522,14.32,,106,11,0,0,0
CIRP-01375,Banking & Finance,NCLT Mumbai,2018-09-14,Appeal Pending,175,75.6,,107,6,0,1,0
CIRP-01376,Energy,NCLT Ahmedabad,2018-09-12,Resolution Plan Approved,541,95.09,22.16,141,15,0,0,1
CIRP-01377,IT / Technology,NCLT Mumbai,2019-06-01,Ongoing,193,46.17,,130,12,0,0,0
CIRP-01378,Real Estate,NCLT Kolkata,2020-12-13,Withdrawn (Sec 12A),165,25.98,44.71,10,13,0,1,1
CIRP-01379,Others,NCLT Delhi,2022-03-08,Resolution Plan Approved,448,2.79,58.82,25,15,0,1,1
CIRP-01380,Energy,NCLT Chennai,2021-08-08,Withdrawn (Sec 12A),863,326.92,75.28,72,14,0,1,1
CIRP-01381,IT / Technology,NCLT Ahmedabad,2022-12-29,Liquidation Order,609,38.45,1.39,33,9,0,0,0
CIRP-01382,IT / Technology,NCLT Chennai,2019-05-11,Withdrawn (Sec 12A),783,27.21,60.09,61,6,0,0,1
CIRP-01383,Telecom,NCLT Kolkata,2022-01-20,Resolution Plan Approved,114,143.39,24.84,30,18,0,0,1
CIRP-01384,Others,NCLT Ahmedabad,2018-08-18,Appeal Pending,76,232.94,,50,18,0,0,0
CIRP-01385,Banking & Finance,NCLT Chennai,2019-02-16,Appeal Pending,123,70.04,,21,5,0,0,0
CIRP-01386,IT / Technology,NCLT Mumbai,2017-08-16,Withdrawn (Sec 12A),315,2.47,75.4,59,1,0,0,1
CIRP-01387,Others,NCLT Delhi,2022-08-31,Settled,719,77.88,66.82,97,7,0,0,1
CIRP-01388,Manufacturing,NCLT Chennai,2018-03-16,Ongoing,519,47.19,,45,5,0,0,0
CIRP-01389,Telecom,NCLT Ahmedabad,2020-10-31,Settled,234,7.64,71.72,110,15,0,1,1
CIRP-01390,IT / Technology,NCLT Ahmedabad,2019-02-13,Resolution Plan Approved,734,5.97,53.36,91,2,0,1,1
CIRP-01391,Others,NCLT Ahmedabad,2017-03-07,Ongoing,446,4.27,,144,6,0,0,0
CIRP-01392,Manufacturing,NCLT Kolkata,2017-08-10,Liquidation Order,580,114.38,0.77,134,18,0,0,0
CIRP-01393,IT / Technology,NCLT Kolkata,2017-01-07,Settled,550,265.33,74.17,120,6,0,0,1
CIRP-01394,IT / Technology,NCLT Chennai,2020-09-29,Withdrawn (Sec 12A),338,31.77,71.97,65,3,0,0,1
CIRP-01395,Banking & Finance,NCLT Chennai,2020-12-19,Settled,766,14.01,64.68,128,8,0,0,1
CIRP-01396,Energy,NCLT Kolkata,2022-07-11,Liquidation Order,183,47.99,3.57,57,5,0,0,0
CIRP-01397,Retail,NCLT Kolkata,2020-01-23,Liquidation Order,203,9.06,1.75,122,14,0,0,0
CIRP-01398,Banking & Finance,NCLT Hyderabad,2020-03-16,Appeal Pending,468,12.34,,19,3,0,0,0
CIRP-01399,Energy,NCLT Delhi,2018-11-11,Settled,732,286.76,69.27,35,5,0,0,1
CIRP-01400,Energy,NCLT Delhi,2020-05-12,Resolution Plan Approved,995,262.25,47.01,102,1,0,0,1
CIRP-01401,Others,NCLT Ahmedabad,2022-05-15,Ongoing,163,24.32,,44,19,0,0,0
CIRP-01402,Infrastructure,NCLT Chennai,2022-03-02,Withdrawn (Sec 12A),196,408.81,65.61,5,16,1,0,1
CIRP-01403,Energy,NCLT Hyderabad,2021-03-28,Appeal Pending,332,326.39,,49,17,0,1,0
CIRP-01404,Retail,NCLT Mumbai,2022-02-05,Liquidation Order,308,8.15,7.62,49,5,0,0,0
CIRP-01405,Others,NCLT Hyderabad,2020-06-02,Settled,683,133.04,75.85,149,3,0,0,1
CIRP-01406,IT / Technology,NCLT Kolkata,2021-04-10,Settled,559,105.74,49.64,84,10,0,1,1
CIRP-01407,Telecom,NCLT Delhi,2019-07-10,Resolution Plan Approved,811,62.27,28.53,107,2,0,1,1
CIRP-01408,Real Estate,NCLT Hyderabad,2022-09-08,Resolution Plan Approved,690,98.78,63.16,50,1,1,1,1
CIRP-01409,Others,NCLT Hyderabad,2017-05-15,Ongoing,260,225.02,,2,1,0,0,0
CIRP-01410,Manufacturing,NCLT Kolkata,2022-03-23,Settled,767,79.51,46.89,145,0,1,0,1
CIRP-01411,Banking & Finance,NCLT Ahmedabad,2018-11-20,Appeal Pending,600,116.69,,66,17,0,0,0
CIRP-01412,Telecom,NCLT Delhi,2019-10-26,Appeal Pending,291,435.31,,63,10,0,1,0
CIRP-01413,Infrastructure,NCLT Kolkata,2018-03-09,Withdrawn (Sec 12A),128,67.14,77.52,97,11,0,0,1
CIRP-01414,Others,NCLT Ahmedabad,2017-11-20,Settled,687,35.42,72.97,2,7,0,1,1
CIRP-01415,Real Estate,NCLT Ahmedabad,2017-04-17,Withdrawn (Sec 12A),119,126.43,58.68,13,3,0,1,1
CIRP-01416,Healthcare,NCLT Kolkata,2020-06-10,Settled,922,0.86,58.24,19,12,0,1,1
CIRP-01417,Manufacturing,NCLT Ahmedabad,2020-08-13,Resolution Plan Approved,910,66.62,50.79,25,17,0,0,1
CIRP-01418,IT / Technology,NCLT Mumbai,2021-09-17,Withdrawn (Sec 12A),582,1102.13,78.94,130,18,1,0,1
CIRP-01419,Banking & Finance,NCLT Ahmedabad,2017-04-14,Resolution Plan Approved,926,69.38,15.23,4,19,1,0,1
CIRP-01420,Energy,NCLT Kolkata,2020-02-10,Appeal Pending,96,18.81,,127,8,0,0,0
CIRP-01421,Banking & Finance,NCLT Mumbai,2022-12-17,Liquidation Order,982,30.17,4.26,10,9,0,1,0
